osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,bridge,ref,junction,tunnel,access,width
374044253,tertiary,,,,False,False,14.44326389455379,"LINESTRING (80.6402241 16.5072184, 80.6402651 16.5073422)",,,,,,
374044253,tertiary,,,,False,True,42.32740704352757,"LINESTRING (80.6402241 16.5072184, 80.6400991 16.5068571)",,,,,,
350502993,secondary,3,,MG Road,True,False,11.785110884824801,"LINESTRING (80.6270977 16.5075002, 80.6272044 16.5074725)",,MDR074,,,,
177626286,residential,,,fruit juice,False,True,61.77223872616402,"LINESTRING (80.6425369 16.5077187, 80.6429125 16.5081417)",,,,,,
843799225,tertiary,,,AS Rama Rao Road,True,False,147.70794563143662,"LINESTRING (80.6425369 16.5077187, 80.6426945 16.5075846, 80.6428389 16.5075113, 80.6433636 16.5072856, 80.643396 16.5072745, 80.6435939 16.5072068, 80.6437745 16.507145)",,,,,,
678625359,tertiary,,,Pingali Venkaiah Marg,True,False,8.556678545445711,"LINESTRING (80.6336539 16.5079627, 80.6336846 16.5080338)",,,,,,
279535333,tertiary,,,,True,False,259.5360665551672,"LINESTRING (80.6336539 16.5079627, 80.6332698 16.5080912, 80.631526 16.5086684, 80.6313687 16.5087577)",,,,,,
1363282549,tertiary,,,,False,True,6.843788481515678,"LINESTRING (80.6373987 16.5080504, 80.6373794 16.5079917)",,,,,,
850872313,tertiary,,,,True,False,27.929294558098878,"LINESTRING (80.6373987 16.5080504, 80.6373824 16.5080601, 80.637368 16.508086, 80.6374154 16.5082187, 80.63744 16.5082354, 80.6374756 16.5082324)",,,roundabout,,,
843833851,tertiary,,,Siddartha College Road,False,False,63.96346955386477,"LINESTRING (80.650668 16.508545, 80.6503809 16.5080399)",,,,,,
1414799367,secondary,,,Christurajupuram Road,False,False,11.026737395161053,"LINESTRING (80.650668 16.508545, 80.6507284 16.5086255)",,,,,,
177626295,residential,,,,False,True,42.681699348583436,"LINESTRING (80.650668 16.508545, 80.6503298 16.5086759, 80.6502948 16.5086823)",,,,,,
850872312,tertiary,,,Gopal Reddy Road,False,False,45.560509201584665,"LINESTRING (80.637546 16.508394, 80.6371399 16.5085216)",,,,,,
1414693658,tertiary,,,,False,False,22.922069137523717,"LINESTRING (80.637546 16.508394, 80.6376299 16.5085838)",,,,,,
1414693658,tertiary,,,,False,True,13.59579534897643,"LINESTRING (80.637546 16.508394, 80.6374978 16.5082808)",,,,,,
679017003,tertiary,,,,True,False,8.034122169982027,"LINESTRING (80.6313362 16.50875, 80.6313195 16.508752, 80.6313015 16.5087592, 80.6312863 16.508771, 80.6312753 16.5087864)",,,roundabout,,,
1230310394,tertiary,,,Nakkala Road,True,False,119.61771386544333,"LINESTRING (80.6313362 16.50875, 80.6313223 16.5086819, 80.6313074 16.5086467, 80.631254 16.5085481, 80.6311674 16.5084074, 80.6310964 16.5083249, 80.6309397 16.5081185, 80.6307283 16.507856)",,,,,,
843799225,tertiary,,,AS Rama Rao Road,True,False,69.36747183969949,"LINESTRING (80.6409383 16.5088201, 80.6414688 16.5084589)",,,,,,
1040010605,secondary,,,,False,False,7.491598350058567,"LINESTRING (80.6409383 16.5088201, 80.6409108 16.5087581)",,,,,,
849218310,tertiary,,,,False,False,144.3762999898179,"LINESTRING (80.6409383 16.5088201, 80.6414646 16.5098508, 80.641517 16.509993)",,,,,,
177626334,tertiary,,,Dornakal Road,False,False,119.78703960969038,"LINESTRING (80.6341496 16.5090775, 80.6344098 16.5096448, 80.6345927 16.5100674)",,,,,,
678625358,tertiary,,,Pingali Venkaiah Marg,True,False,126.14530951124466,"LINESTRING (80.6341496 16.5090775, 80.6341127 16.5088731, 80.6340062 16.5085842, 80.633765 16.5080083)",,,,,,
850872312,tertiary,,,Gopal Reddy Road,False,False,296.6088813386925,"LINESTRING (80.6341496 16.5090775, 80.6333311 16.5092338, 80.633033 16.5092907, 80.631421 16.5095984)",,,,,,
850872312,tertiary,,,Gopal Reddy Road,False,True,193.31081276891058,"LINESTRING (80.6341496 16.5090775, 80.6351574 16.5088766, 80.6351892 16.5088702, 80.6359248 16.5087233)",,,,,,
177626336,tertiary,,,Prakasam Road,False,True,190.81351473399937,"LINESTRING (80.6378527 16.509267, 80.6361187 16.5096922)",,,,,,
850967380,residential,,,,False,False,36.56894419181144,"LINESTRING (80.6378527 16.509267, 80.6381789 16.5091653)",,,,,,
1414693659,tertiary,,,,False,False,54.71067975457867,"LINESTRING (80.6378527 16.509267, 80.6380832 16.5097066)",,,,,,
1414693658,tertiary,,,,False,True,79.62238530745549,"LINESTRING (80.6378527 16.509267, 80.6376965 16.5087605, 80.6376299 16.5085838)",,,,,,
679017002,tertiary,,,Nakkala Road,False,False,127.13376420297807,"LINESTRING (80.631421 16.5095984, 80.6317073 16.5107083)",,,,,,
850872312,tertiary,,,Gopal Reddy Road,False,False,128.78015740025612,"LINESTRING (80.631421 16.5095984, 80.6302416 16.5098487)",,,,,,
679017002,tertiary,,,Nakkala Road,False,True,81.04984472399741,"LINESTRING (80.631421 16.5095984, 80.6313704 16.5093747, 80.6313405 16.5091896, 80.6313159 16.5088778)",,,,,,
850872312,tertiary,,,Gopal Reddy Road,False,True,296.6088813386925,"LINESTRING (80.631421 16.5095984, 80.633033 16.5092907, 80.6333311 16.5092338, 80.6341496 16.5090775)",,,,,,
843799225,tertiary,,,AS Rama Rao Road,True,False,61.8194477670781,"LINESTRING (80.6382392 16.5100506, 80.6387843 16.509861)",,,,,,
1414693660,tertiary,,,,False,True,7.017210729313274,"LINESTRING (80.6382392 16.5100506, 80.6382153 16.5099918)",,,,,,
850872311,tertiary,,,,False,False,129.60834041111104,"LINESTRING (80.6382392 16.5100506, 80.6382776 16.5101449, 80.6386091 16.5111607)",,,,,,
"[469902144, 469902142, 469902143]",tertiary,2,,,True,False,99.51417672891577,"LINESTRING (80.6174009 16.5100707, 80.6174813 16.5102327, 80.6176208 16.510792, 80.6176503 16.5109296)",yes,,,,,
"[628780762, 1257635287, 470178535]",tertiary,,,,False,"[False, True]",649.0290557470066,"LINESTRING (80.6174009 16.5100707, 80.6153657 16.5103702, 80.615086 16.5104179, 80.6150699 16.5100551, 80.6148526 16.5100744, 80.614809 16.5100775, 80.6147842 16.5100793, 80.6147447 16.5100611, 80.6147103 16.5100146, 80.6146399 16.5096652, 80.6146112 16.5095483, 80.6145537 16.5092542, 80.6144786 16.5088042, 80.6144424 16.5085247, 80.6143616 16.508011, 80.6142744 16.5076342, 80.6142222 16.5074278, 80.6141696 16.5072108)",,,,,,
177626336,tertiary,,,Prakasam Road,False,True,35.83722942310706,"LINESTRING (80.6345927 16.5100674, 80.6342723 16.5101649)",,,,,,
177626334,tertiary,,,Dornakal Road,False,False,124.31766667232236,"LINESTRING (80.6345927 16.5100674, 80.6347608 16.5104345, 80.6350357 16.5111014)",,,,,,
177626334,tertiary,,,Dornakal Road,False,True,119.78703960969038,"LINESTRING (80.6345927 16.5100674, 80.6344098 16.5096448, 80.6341496 16.5090775)",,,,,,
177626336,tertiary,,,Prakasam Road,False,False,65.6989865945133,"LINESTRING (80.6345927 16.5100674, 80.6350716 16.50995, 80.6351902 16.5099228)",,,,,,
177626316,tertiary,,,,False,False,142.44346332575435,"LINESTRING (80.6222322 16.5101353, 80.6209259 16.5104044)",,,,,,
848411147,tertiary,,,Shivalayam Street,False,True,61.649852360433364,"LINESTRING (80.6222322 16.5101353, 80.6224469 16.5106501)",,,,,,
1318076958,residential,,,Shivalayam Street,False,False,31.949443852178675,"LINESTRING (80.6222322 16.5101353, 80.6221031 16.509876)",,,,,,
177626316,tertiary,,,,False,True,99.4248225038531,"LINESTRING (80.6222322 16.5101353, 80.6225654 16.5100176, 80.6227948 16.5099705, 80.6229051 16.5099617, 80.6230436 16.509962, 80.6231348 16.5099827)",,,,,,
853181784,primary,,,Durga Temple Road,True,False,98.2915962175104,"LINESTRING (80.6104284 16.5100391, 80.6101699 16.51042, 80.6100917 16.5104923, 80.6098148 16.5106804)",,NH65,,,,
1318072160,primary,,,,True,False,54.967871411342585,"LINESTRING (80.6104284 16.5100391, 80.6106598 16.5103076, 80.6107308 16.5104368)",,,,,,
177626306,tertiary,,,Gopala Krishnaya Street,False,False,42.9967116019342,"LINESTRING (80.6209259 16.5104044, 80.6205332 16.5104925)",,,,,,
177626316,tertiary,,,,False,True,142.44346332575435,"LINESTRING (80.6209259 16.5104044, 80.6222322 16.5101353)",,,,,,
279535133,residential,,,,False,True,91.90341030052855,"LINESTRING (80.6209259 16.5104044, 80.6210867 16.5112164)",,,,,,
"[177626305, 678625370, 699308934]",tertiary,,,,False,"[False, True]",107.62419552182325,"LINESTRING (80.6209259 16.5104044, 80.6208803 16.5101549, 80.6207536 16.5096194, 80.6207221 16.5094567)",yes,,,,,
177626336,tertiary,,,Prakasam Road,False,True,47.16910235626179,"LINESTRING (80.6317073 16.5107083, 80.631295 16.5108622)",,,,,,
679017002,tertiary,,,Nakkala Road,False,False,116.36939368380754,"LINESTRING (80.6317073 16.5107083, 80.6320244 16.5117097)",,,,,,
679017002,tertiary,,,Nakkala Road,False,True,127.13376420297807,"LINESTRING (80.6317073 16.5107083, 80.631421 16.5095984)",,,,,,
177626336,tertiary,,,Prakasam Road,False,False,165.4193632255217,"LINESTRING (80.6317073 16.5107083, 80.6328765 16.5104845, 80.6332265 16.5104064)",,,,,,
396962769,tertiary,,,Shivalayam Street,False,False,11.86439314809568,"LINESTRING (80.6224799 16.510752, 80.6224469 16.5106501)",,,,,,
350502993,secondary,3,,MG Road,True,False,103.16334310521246,"LINESTRING (80.6224799 16.510752, 80.6227081 16.5105345, 80.6231741 16.5101057)",,MDR074,,,,
469902140,tertiary,,,,True,False,12.76388864279577,"LINESTRING (80.6176739 16.5110875, 80.6175553 16.5110718)",,,,,,
1414693653,secondary,,,,True,False,32.47177954695772,"LINESTRING (80.6176739 16.5110875, 80.6176152 16.5111309, 80.6175828 16.5111887, 80.6175793 16.5112542, 80.617597 16.5113021, 80.6176225 16.5113324)",,MDR074,roundabout,,,
"[469902134, 177626303]",tertiary,2,,Kaleswara Rao Flyover,False,True,621.8155451684934,"LINESTRING (80.6172348 16.511079, 80.6171076 16.5111006, 80.6170944 16.5111028, 80.6169108 16.5111339, 80.6140686 16.5116155, 80.6125668 16.5118858, 80.6115715 16.5120549, 80.6114943 16.5120687)",yes,,,,,
469902141,tertiary,,,,True,False,21.199325186955008,"LINESTRING (80.6172348 16.511079, 80.6173661 16.5111224, 80.6174164 16.5111537)",,,,,,
279067536,residential,,,,False,False,116.12694971293212,"LINESTRING (80.6420485 16.5110714, 80.6423346 16.5108639, 80.6426108 16.5106656, 80.6427562 16.5105784, 80.6429376 16.5104696)",,,,,,
849218310,tertiary,,,,False,True,132.68053661706327,"LINESTRING (80.6420485 16.5110714, 80.6419364 16.5108502, 80.6418655 16.5107102, 80.6415657 16.5101168, 80.641517 16.509993)",,,,,,
849218311,tertiary,,,,True,False,181.33567915919866,"LINESTRING (80.6420485 16.5110714, 80.6420168 16.5111302, 80.6419927 16.5112106, 80.6419404 16.5113957, 80.6419257 16.5114518, 80.6418747 16.5116465, 80.6418056 16.5119165, 80.6417372 16.5121736, 80.6417097 16.512317, 80.641697 16.5124404, 80.6416889 16.5126577)",,,,,,
279535702,residential,,,,False,True,97.34954413880027,"LINESTRING (80.67439 16.5112488, 80.6740367 16.5104415)",,,,,,
848738454,tertiary,2,40,Mahanadu Road,True,False,82.37186310504568,"LINESTRING (80.67439 16.5112488, 80.6737544 16.51167)",,,,,,
177626299,unclassified,,,,False,False,10.84454623396328,"LINESTRING (80.6109824 16.5112705, 80.6110832 16.5112574)",,,,,,
"[469902136, 177626317, 469902135]",primary,,,,True,False,91.13045292803875,"LINESTRING (80.6109824 16.5112705, 80.6109998 16.5113501, 80.6111272 16.5119917, 80.6111366 16.5120406, 80.6111403 16.5120758)",yes,,,,,
374043424,tertiary,,,Shivalayam Street,True,False,64.9644621793186,"LINESTRING (80.6225849 16.5113275, 80.6224799 16.510752)",,,,,,
1287948338,tertiary,,,Gopal Reddy Road,False,False,58.12580391161479,"LINESTRING (80.6225849 16.5113275, 80.6223453 16.5113713, 80.6220474 16.5114146)",,,,,,
1287948338,tertiary,,,Gopal Reddy Road,False,True,95.27540744526372,"LINESTRING (80.6225849 16.5113275, 80.6229929 16.5112444, 80.623217 16.5111954, 80.6234559 16.5111363)",,,,,,
955165349,secondary,,,,True,False,304.0226834702788,"LINESTRING (80.6142533 16.5116818, 80.6145042 16.5116445, 80.614637 16.5116479, 80.6147619 16.5116699, 80.6153827 16.5118666, 80.6155183 16.5119465, 80.6161979 16.5125749, 80.6163913 16.5127537, 80.6165861 16.5129876)",,MDR074,,,,
470154177,secondary,,,,True,False,12.809759738217497,"LINESTRING (80.619493 16.5117061, 80.6194681 16.5115934)",,MDR075,,,,
219187869,secondary,3,,MG Road,True,False,48.624680242812005,"LINESTRING (80.619493 16.5117061, 80.6195753 16.5116608, 80.619926 16.5115779)",,MDR074,,,,
177626336,tertiary,,,Prakasam Road,False,False,55.05396181969785,"LINESTRING (80.6268102 16.5118195, 80.6273159 16.5117192)",,,,,,
177626336,tertiary,,,Prakasam Road,False,True,58.34934405363846,"LINESTRING (80.6268102 16.5118195, 80.6262741 16.5119252)",,,,,,
279067541,tertiary,,,Besant Road,False,False,102.39805449092046,"LINESTRING (80.6268102 16.5118195, 80.6269949 16.5127232)",,,,,,
1287948337,tertiary,,,Besant Road,False,True,69.0435987251221,"LINESTRING (80.6268102 16.5118195, 80.6267221 16.5114199, 80.6266707 16.5112132)",,,,,,
279972341,residential,,,,False,True,32.475691036490005,"LINESTRING (80.6545076 16.5117939, 80.6546994 16.511567)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,False,66.69687807982622,"LINESTRING (80.6545076 16.5117939, 80.6550928 16.512006)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,True,17.179053939446693,"LINESTRING (80.6545076 16.5117939, 80.6543794 16.5117003)",,,,,,
1071814911,secondary,,,,False,True,14.0832054625007,"LINESTRING (80.6132264 16.5118541, 80.6132094 16.5117285)",,,,,,
1071814912,secondary,,,,True,False,111.14114396403872,"LINESTRING (80.6132264 16.5118541, 80.6142533 16.5116818)",,MDR074,,,,
1415662883,tertiary,,,Babu Rajendra Prasad Road,True,False,114.17811310678549,"LINESTRING (80.6132264 16.5118541, 80.613232 16.5119519, 80.6132807 16.5128113, 80.6132875 16.5128792)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,False,22.87944439186832,"LINESTRING (80.655332 16.5120776, 80.6555416 16.5121218)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,True,26.71490164856201,"LINESTRING (80.655332 16.5120776, 80.6550928 16.512006)",,,,,,
848247320,residential,,,,False,True,59.23650969132139,"LINESTRING (80.655332 16.5120776, 80.6553312 16.512466, 80.6553413 16.51261)",,,,,,
177626322,tertiary,,,Nehru Road,True,False,99.62151559804467,"LINESTRING (80.6149627 16.5120836, 80.6149171 16.5119814, 80.6148693 16.5118981, 80.614786 16.5118356, 80.6147216 16.5118234, 80.6145639 16.5118212, 80.6144169 16.5118155, 80.6143392 16.5118071, 80.6142834 16.5117683, 80.6142621 16.5117265, 80.6142533 16.5116818)",,,,,,
699304010,secondary,,,,True,False,11.923724448182359,"LINESTRING (80.6112573 16.5121744, 80.6113685 16.5121629)",,MDR074,,,,
708987441,primary,,,,True,False,12.738152178155147,"LINESTRING (80.6112573 16.5121744, 80.6112337 16.5120621)",,,,,,
851446843,secondary,,,,True,False,10.229653656581434,"LINESTRING (80.6111632 16.5121924, 80.6112573 16.5121744)",,MDR074,,,,
305817523,tertiary,,,Christurajupuram Road,False,False,42.20660633293092,"LINESTRING (80.6566057 16.512296, 80.6570016 16.512296)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,True,42.721395083298354,"LINESTRING (80.6566057 16.512296, 80.6562105 16.5122324)",,,,,,
848247317,residential,,,,False,True,118.48198056586124,"LINESTRING (80.6566057 16.512296, 80.6565981 16.5125511, 80.6565999 16.5126307, 80.6565999 16.5127876, 80.6566106 16.5129573, 80.6566106 16.5133611)",,,,,,
279972378,residential,,,,False,False,31.26625077489619,"LINESTRING (80.6584652 16.5123442, 80.6583726 16.512611)",,,,,,
279972378,residential,,,,False,True,38.3965575923288,"LINESTRING (80.6584652 16.5123442, 80.6584377 16.5119999)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,True,22.44254462445204,"LINESTRING (80.6584652 16.5123442, 80.6582756 16.5122565)",,,,,,
305817523,tertiary,,,Christurajupuram Road,False,False,61.73490393069388,"LINESTRING (80.6584652 16.5123442, 80.6586428 16.5124071, 80.6590013 16.5125537)",,,,,,
"[1415662884, 374403782]",tertiary,,,Shivalayam Main Road,True,False,116.24440045238006,"LINESTRING (80.6141567 16.5127837, 80.6145886 16.5124546, 80.614783 16.5122771, 80.6148702 16.512182, 80.6149627 16.5120836)",,,,,,
956523384,residential,,,Shaik Ummer,False,True,169.57264726088414,"LINESTRING (80.6141567 16.5127837, 80.6142855 16.5134549, 80.6143013 16.5142973)",,,,,,
177626336,tertiary,,,Prakasam Road,False,False,95.99070853969705,"LINESTRING (80.6228596 16.5126175, 80.6237435 16.512453)",,,,,,
177626336,tertiary,,,Prakasam Road,False,True,52.235632942667706,"LINESTRING (80.6228596 16.5126175, 80.6223812 16.512719)",,,,,,
374043424,tertiary,,,Shivalayam Street,True,False,62.4984641452866,"LINESTRING (80.6228596 16.5126175, 80.6227393 16.5120674)",,,,,,
374385068,secondary,,,,True,False,12.439204670574679,"LINESTRING (80.6172743 16.512672, 80.6173454 16.5125833)",,MDR074,,,,
847981211,tertiary,2,40,JS Raju Road,True,False,333.9667143171695,"LINESTRING (80.6172743 16.512672, 80.6189401 16.5140118, 80.6196835 16.5145916)",,,,,,
396962791,tertiary,,,,True,False,35.67293483946882,"LINESTRING (80.6417496 16.5126513, 80.6417644 16.5123308)",,,,,,
1040455463,residential,,,,False,True,6.510183285297435,"LINESTRING (80.6417496 16.5126513, 80.6416889 16.5126577)",,,,,,
177626336,tertiary,,,Prakasam Road,False,False,22.357327803506045,"LINESTRING (80.6221784 16.5127702, 80.6223812 16.512719)",,,,,,
1415662850,secondary,2,,Karl Marx Road,True,False,106.8871351667245,"LINESTRING (80.6221784 16.5127702, 80.6229481 16.5130375, 80.6231229 16.5130925)",,MDR075,,,,
177626334,tertiary,,,Dornakal Road,False,False,110.06289645553757,"LINESTRING (80.6357465 16.5128286, 80.6360573 16.5137725)",,,,,,
177626334,tertiary,,,Dornakal Road,False,True,66.54556183313744,"LINESTRING (80.6357465 16.5128286, 80.6355236 16.5122696)",,,,,,
279067613,residential,,,,False,True,62.09079893193836,"LINESTRING (80.6357465 16.5128286, 80.635171 16.5129144)",,,,,,
279067613,residential,,,,False,False,57.997841585775134,"LINESTRING (80.6357465 16.5128286, 80.6359796 16.5127901, 80.6362777 16.5127178)",,,,,,
665489368,tertiary,,,Babu Rajendra Prasad Road,True,False,5.859599819175697,"LINESTRING (80.6132875 16.5128792, 80.6133113 16.5129267)",,,,,,
374403782,tertiary,,,Shivalayam Main Road,True,False,93.9105206328797,"LINESTRING (80.6132875 16.5128792, 80.6139958 16.5128352, 80.6140394 16.5128271, 80.6140796 16.5128197, 80.6141567 16.5127837)",,,,,,
